,0
1397,"Cray Research indicated that the survival of a spinoff company , which is developing a new supercomputer , depends heavily on its chairman and chief designer , Seymour Cray .
"
1398,"It 's also refreshing to read a Japanese author who clearly does n't belong to the self-aggrandizing `` we-Japanese '' school of writers who perpetuate the notion of the unique Japanese , unfathomable by outsiders .
"
1399,"There is enough natural resources available for the smooth development and the progress of the country.
"
1400,"The bonds are insured and triple-A-rated .
"
1401,"the deficit finance will be reduced from 1.7 percent of the gross domestic product in 1991/92 to less than one percent of GDP by the end of the Eight plan.
"
1402,"'' While he reaffirmed support for the country 's Feb. 25 elections , Ortega indicated that renewed U.S. military aid to the Contras could thwart the balloting .
"
1403,"Profit per ton of steel shipped dropped to about $ 33 a ton from $ 42 a ton last year and $ 53 a ton in the second quarter , analysts said .
"
1404,"In San Francisco , its backers concede the ballpark is at best running even in the polls .
"
1405,"This has led to as increase in the current account deficit, too.
"
1406,"These allocations are commensurate to with the priorities established in the original plan.
"
1407,"One indicator investors might want to watch is the monthly tally from Standard & Poor 's of the number of public companies adjusting their dividends .
"
1408,"It was a big city with small houses and few people.
"
1409,"Poverty alleviation, and c.
"
1410,"A faster version , the SuperDot , was launched in 1984 .
"
1411,"Hadson Corp. said it expects to report a third-quarter net loss of $ 17 million to $ 19 million because of special reserves and continued low natural-gas prices .
"
1412,"The government established a citizen's investment fund, introduced wealth tax and made efforts to redue the budgetary deficit.
"
1413,"Along with the note , Cray Research is transferring about $ 53 million in assets , primarily those related to the Cray-3 development , which has been a drain on Cray Research 's earnings .
"
1414,"Mr. Karns continues as chairman .
"
1415,"'' The two professors represent different ends of the political spectrum -- Mr. Kurland is a conservative and Mr. Tribe is a liberal .
"
1416,"Therefore, in spite of the lack of larger financial investment, there will be a higher generation of capital in these sectors.
"
1417,"The market again showed little interest in further evidence of a slowing U.S. economy , and traders note that the market in recent weeks has taken its cues more from Wall Street than U.S. economic indicators .
"
1418,"I myself was a skeptic a few years ago.
"
1419,"These growth rates were insufficient to cope with the increasing development expenditure.
"
1420,"He also said that the group reduced its offer because it was n't allowed to see Georgia Gulf 's confidential financial information without agreeing that it would n't make an offer unless it had Georgia Gulf 's consent .
"
1421,"Among 33 men who worked closely with the substance , 28 have died -- more than three times the expected number .
"
1422,"But neither of us can copy the material on a Xerox machine or have it sent to us .
"
1423,"But he adds , `` I feel pressured , disappointed , uncomfortable and , frankly , quite angry with Viacom .
"
1424,"The two banks merged in 1985 .
"
1425,"Liberty National exchanged about 78.64 shares of its common stock for each of Florence Deposit 's 5,600 shares outstanding .
"
1426,"As a private company , Random House does n't report its earnings .
"
1427,"Transport and Communication: 3.
"
1428,"FEDERAL NATIONAL MORTGAGE ASSOCIATION -LRB- Fannie Mae -RRB- : Posted yields on 30 year mortgage commitments for delivery within 30 days -LRB- priced at par -RRB- 9.75 % , standard conventional fixed-rate mortgages ; 8.70 % , 6/2 rate capped one-year adjustable rate mortgages .
"
1429,"Air service was operated to 36 destinations in the domestic sector and to ten major cities in foreign countries in 1990.91 and the same situation was maintained in the fiscal year 1991/92,too.
"
1430,"Back in 1975 , late in the season , a then-21 Mr. Gideon made his only major league appearance , five and two-thirds innings for the Texas Rangers against the Chicago White Sox .
"
1431,"Mr. McGovern was widely seen as sales , and not profit , oriented .
"
1432,"In investing on the basis of future transactions , a role often performed by merchant banks , trading companies can cut through the logjam that small-company owners often face with their local commercial banks .
"
1433,"Mr. Icahn has said he believes USX would be worth more if broken up into steel and energy segments .
"
1434,"It can also be misused if it is handled by inexpert hands.
"
1435,"The productivity, thus decreased by a rate of 0.1 percent.
"
1436,"The tourist industry is seen as a way to alleviate poverty and achieve greater social equity in the country.
"
1437,"`` A sweeping restructuring of the industry is possible .
"
1438,"The golden share dates from Jaguar 's public offering in 1984 and was designed to protect the company from takeover .
"
1439,"Georgia-Pacific 's sales climbed to $ 9.5 billion last year , compared with $ 6 billion in 1983 , when Mr. Hahn took the reins .
"
1440,"The old fashioned idea of teaching was that the children should play a passive part.
"
1441,"Roads are hardly repaired and the railings hardly replaced when broken.
"
