,0
895,"Here is a short documentary on YouTube uploaded by Abstract Films, which follows three different rickshaw drivers through the streets of Dhaka as they talk about their lives and the challenges of the profession. 
"
896,"And journalist Mohamed El Dahshan still wants to see justice met.
"
897,"If you set an example by by being careful with where you throw away your trash, we can raise the standards of our country.
"
898,"As part of the institutional cross-border partnership ”National Identities Within the United Europe”, this traveling exhibition with unknown final destination will first visit Skopje (Macedonia), then Vidin (Bulgaria) and Buzău (Romania) during March of 2016. 
"
899,"The cocoa butter is a sought-after commodity in the region. 
"
900,"Grandma March Day, the Balkan tradition of trading handmade amulets
"
901,"Caption: Escaped chimpanzee captured. 
"
902,"Photograph by Flickr user 禾 Lin.
"
903,"The UNESCO candidacy for Pampulha started in 1996 as one item on a list of many of Brazil's worthy heritage locations.
"
904,"Indian Muslim woman from Cooleen family (1823 - 1838). Image from The New York Public Library Digital Collections. 
"
905,"The account is managed by Peter Harmsen, author of the books 'Shanghai 1937' and 'Nanjing 1937'.
"
906,"Chungking, China's wartime capital during 1937-1945, here in 1944 and in colour. Posted by Twitter user @chinarhyming. 
"
907,"Mumps, a highly contagious viral disease, continues to spread unabatedly in India, mainly because the widely available vaccine is not included in the free Universal Immunization Programme (UIP) of India. 
"
908,"The survey found that 83.1 per cent of local residents had taken steps to prepare for a future earthquake and tsunami. However, 55.9 per cent of respondents (more than half) still feel not enough has been done to prepare for the next disaster. 
"
909,"According to WWF-Bulgaria, a coalition member: 
"
910,"""I am not a saint, unless you think of a saint as a sinner who keeps on trying."" - Nelson Mandela — Alfredo Flores (@AlfredoFlores) December 6, 2013 
"
911,"Red Lacewing. Photo by Susheel Shrestha.Used with permission. 
"
912,"Will Japanese businesses pay the price for creating ever greater economic inequality while simultaneously demanding more long hours of work of those of both genders, single or married and regardless of familial commitments, in return for minimal salaries? 
"
913,"Iranians are giving away food, too.
"
914,"""He was freed in August of 2106,"" Tondo confirms. Berthe, instead, is still in jail and it doesn't look like he'll be out anytime soon. The trial has changed judges four times. According to Italian law, whenever the judge changes the trial must restart. 
"
915,"The Chinese reports suggest the clothes are for “people in need”:
"
916,"According to: 
"
917,"Source: Facebook album of Si Mon, used with permission. 
"
918,"Image from ostagram.ru.
"
919,"Shrestha isn't the only one documenting Nepal's butterflies. A British national, Colin Smith, spent more than 50 years studying butterflies in Nepal. He traveled to 40 districts collecting 25,000 butterflies and wrote the book Illustrated Checklist of Nepal’s Butterflies. 
"
920,"Alex Yakaumo (AY): I came to Suriname in 2011 to live self-sustainably. Before that, I lived in Holland, but I travelled for a few years, in India mostly, and I really got the taste of being free &#8212; just self-supporting &#8212; and when I came to Suriname, I eventually started looking for ways to grow in a sustainable way, and this is how I came across permaculture. I started to look for courses, and the second course was just starting in Barbados at the Caribbean Permaculture Research Institute. So, I was quite lucky. 
"
921,"Facebook’s vice president for Latin America, Diego Dzodan, was arrested by Brazilian police for refusing to give WhatsApp data to law enforcement for a criminal investigation into drug trafficking. The move is an escalation in an ongoing battle between the company and Brazilian authorities. WhatsApp was suspended by a judge in Brazil for 48 hours in December over a similar refusal to hand over user data in a criminal case. 
"
922,"She had also participated in spreading 9 thousand white butterflies on 6th april at Kalmochan. 
"
923,"GV: You participated in the Cassini Mission and became one of the world’s leading specialists in active volcanoes. Which of your plans do you like most? 
"
924,"She woked up suddenly and went down from lisno(long wooden ladder) and ran cow away.
"
925,"“My dad is a Zulu and my mom is from Swaziland,” she says.
"
926,"The company has come under criticism by the German Ministry of Justice for its failure to police racist and anti-immigration posts as effectively as it does sexual imagery.
"
927,"Japanese poster urging defenders of Hong Kong to abandon resistance, December 1941.  
"
928,"She spoke of the civilizational graces of the adivasis, of how our society had mindlessly destroyed the culture of our great continent, and how the innocents had been brutalised.
"
929,"According to Bugaeva:
"
930,"The following year, Playing for Change arrived in Argentina to support an environmental campaign called 'Dejá tu huella: una Reserva con más Reservas' (Leave Your Mark: A Reserve with More Reserves).
"
931,"Among the digital archive are old photographs and sketches from Asia and the South Pacific regions showing how people lived in the then-colonized countries. Those pictures show rare glimpses of the cultures and clothes that were part of the undivided Indian subcontinent. 
"
932,"We never agreed beforehand that we wouldn't hit each other.
"
933,"I got no opinion on this one, just curious! 
"
934,"I wanted to be a journalist. As I was getting ready to go to university, I stumbled upon an advertisement for a scholarship for African students at York University in Toronto. 
"
935,"I would like to see more Jamaicans volunteering in their communities in green projects; and a greater effort to be made to teach our children in schools about the environment, “green” solutions to everyday issues and the impact of our current way of life on the environment.
"
936,"This was in some manga I bought at Book Off. 
"
937,"Shrine dedicated to gardener sisters whom Salahesh used to meet at the Salahesh fulbari in Siraha district of eastern Nepal. Image by Sanjib Chaudhary. 
"
938,"This graffiti by Caluz, the artistic name of Carolina Luz, is located on Jaçanã Avenue.
"
939,"The ANU Library has supplied captions to the photos. 
"
940,"On this site we group 1,171 feature films, documentaries and short films That have been put online officially, according to the websites that have made them available. That said, we would like to give recognition to the great work of websites like the Digital Archive of National Film Library, Cinetecavirtual.cl, Cinépata.com and the University of Santiago's Patrimonial Archive. Also, we have added films from many filmmakers that have uploaded their work onto the web. 
"
